"","tree.uniqueID","Site","Neighborhood","Species","totDBH","totBA"
"1","11ac1_1","Black Mountain",1,"ac",19.4,0.0295593144
"2","11pj1_1","Black Mountain",1,"pj",61.4,0.2960926584
"3","11pl1_1","Black Mountain",1,"pl",46.2,0.1676389176
"4","11ac2_1","Black Mountain",2,"ac",74.9,0.4406101854
"5","11pj2_1","Black Mountain",2,"pj",54.1,0.2298716574
"6","11pl2_1","Black Mountain",2,"pl",85.3,0.5714641086
"7","11ac3_1","Black Mountain",3,"ac",17.2,0.0232352736
"8","11pj3_1","Black Mountain",3,"pj",29,0.06605214
"9","11pl3_1","Black Mountain",3,"pl",121.5,1.159427115
"10","11cd3_1","Black Mountain",3,"cd",75,0.4417875
"11","4ac1_1","Crescent Meadow",1,"ac",83,0.54106206
"12","4pj1_1","Crescent Meadow",1,"pj",91.9,0.6633182094
"13","4pl1_1","Crescent Meadow",1,"pl",136.6,1.4655218424
"14","4ac2_1","Crescent Meadow",2,"ac",54.6,0.2341403064
"15","4pl2_1","Crescent Meadow",2,"pl",152.3,1.8217580766
"16","4pp2_1","Crescent Meadow",2,"pp",52,0.21237216
"17","4ac3_1","Crescent Meadow",3,"ac",47,0.17349486
"18","4pj3_1","Crescent Meadow",3,"pj",47.1,0.1742339214
"19","4pl3_1","Crescent Meadow",3,"pl",78.4,0.4827508224
"20","9am1_1","Inyo Craters",1,"am",33,0.08553006
"21","9pj1_1","Inyo Craters",1,"pj",37.5,0.110446875
"22","9ac2_1","Inyo Craters",2,"ac",10.3,0.0083323086
"23","9pj2_1","Inyo Craters",2,"pj",112.8,0.9993303936
"24","9am3_1","Inyo Craters",3,"am",43.1,0.1458966894
"25","9pj3_1","Inyo Craters",3,"pj",42.1,0.1392050814
"26","17ac1_1","Lilly Creek",1,"ac",17.3,0.0235062366
"27","17pj1_1","Lilly Creek",1,"pj",68.4,0.3674541024
"28","17pl1_1","Lilly Creek",1,"pl",122.9,1.1863003614
"29","17ac2_1","Lilly Creek",2,"ac",48.5,0.184745715
"30","17pj2_1","Lilly Creek",2,"pj",71,0.39592014
"31","17pl2_1","Lilly Creek",2,"pl",52.7,0.2181283566
"32","17ac3_1","Lilly Creek",3,"ac",54.8,0.2358587616
"33","17pj3_1","Lilly Creek",3,"pj",23.5,0.043373715
"34","17pl3_1","Lilly Creek",3,"pl",97.3,0.7435609566
"35","18ac1_1","Peppermint",1,"ac",68.6,0.3696060984
"36","18pj1_1","Peppermint",1,"pj",90.9,0.6489610974
"37","18pl1_1","Peppermint",1,"pl",104.6,0.8593187064
"38","18ac2_1","Peppermint",2,"ac",54.8,0.2358587616
"39","18pj2_1","Peppermint",2,"pj",118,1.09359096
"40","18pl2_1","Peppermint",2,"pl",37.2,0.1086867936
"41","18pj3_1","Peppermint",3,"pj",117.5,1.084342875
"42","18ac3_1","Peppermint",3,"ac",33,0.08553006
"43","18pl3_1","Peppermint",3,"pl",68.2,0.3653083896
"44","8ac1_1","Pine Ridge",1,"ac",72.5,0.412825875
"45","8pl1_1","Pine Ridge",1,"pl",119.5,1.121570835
"46","8pj1_1","Pine Ridge",1,"pj",67.2,0.3546740736
"47","8pj2_1","Pine Ridge",2,"pj",110.7,0.9624676446
"48","8ac2_1","Pine Ridge",2,"ac",25.2,0.0498760416
"49","8pl2_1","Pine Ridge",2,"pl",19.4,0.0295593144
"50","8ac3_1","Pine Ridge",3,"ac",55.4,0.2410518264
"51","8pj3_1","Pine Ridge",3,"pj",101.2,0.8043626976
"52","8pl3_1","Pine Ridge",3,"pl",15,0.0176715
"53","12ac1_1","Seven Pines",1,"ac",3.8,0.0011341176
"54","12cd1_1","Seven Pines",1,"cd",55.3,0.2401823886
"55","12pc1_1","Seven Pines",1,"pc",35.6,0.0995384544
"56","12pj1_1","Seven Pines",1,"pj",80.2,0.2979823308
"57","12pl1_1","Seven Pines",1,"pl",8.7,0.0059446926
"58","12pp1_1","Seven Pines",1,"pp",108.6,0.9262976184
"59","12ac2_1","Seven Pines",2,"ac",9.6,0.0072382464
"60","12cd2_1","Seven Pines",2,"cd",49.5,0.192442635
"61","12pl2_1","Seven Pines",2,"pl",8.9,0.0062211534
"62","12pp2_1","Seven Pines",2,"pp",95.2,0.7118111616
"63","12pl3_1","Seven Pines",3,"pl",21.8,0.0373253496
"64","12pp3_1","Seven Pines",3,"pp",109.5,0.941714235
"65","10ac1_1","Sherwin Lakes",1,"ac",50.6,0.2010906744
"66","10pj1_1","Sherwin Lakes",1,"pj",42.5,0.141862875
"67","10ac2_1","Sherwin Lakes",2,"ac",25.3,0.0502726686
"68","10pj2_1","Sherwin Lakes",2,"pj",23.2,0.0422733696
"69","10ac3_1","Sherwin Lakes",3,"ac",11,0.00950334
"70","10pj3_1","Sherwin Lakes",3,"pj",105.5,0.874169835
"71","11ac1_2","Black Mountain",1,"ac",45.4,0.1618835064
"72","11pj1_2","Black Mountain",1,"pj",26.1,0.0535022334
"73","11pl1_2","Black Mountain",1,"pl",98,0.75429816
"74","11ac2_2","Black Mountain",2,"ac",58.1,0.2651204094
"75","11pj2_2","Black Mountain",2,"pj",39.8,0.1244105016
"76","11pl2_2","Black Mountain",2,"pl",37.9,0.1128156414
"77","11pj3_2","Black Mountain",3,"pj",77.1,0.4668739614
"78","11ac3_2","Black Mountain",3,"ac",19.8,0.0307908216
"79","11cd3_2","Black Mountain",3,"cd",68.3,0.3663804606
"80","4ac1_2","Crescent Meadow",1,"ac",41,0.13202574
"81","4pl1_2","Crescent Meadow",1,"pl",92,0.66476256
"82","4ac2_2","Crescent Meadow",2,"ac",83.1,0.5423666094
"83","4pj2_2","Crescent Meadow",2,"pj",94,0.69397944
"84","4ac3_2","Crescent Meadow",3,"ac",38,0.11341176
"85","4pj3_2","Crescent Meadow",3,"pj",78.3,0.4815201006
"86","9am1_2","Inyo Craters",1,"am",15.4,0.0186265464
"87","9pj1_2","Inyo Craters",1,"pj",7.5,0.004417875
"88","9ac2_2","Inyo Craters",2,"ac",9.2,0.0066476256
"89","9pj2_2","Inyo Craters",2,"pj",16,0.02010624
"90","9am3_2","Inyo Craters",3,"am",19.2,0.0289529856
"91","9pj3_2","Inyo Craters",3,"pj",33.4,0.0876160824
"92","17ac1_2","Lilly Creek",1,"ac",41.4,0.1346144184
"93","17pj1_2","Lilly Creek",1,"pj",66.6,0.3483688824
"94","17pl1_2","Lilly Creek",1,"pl",60.2,0.2846321016
"95","17ac2_2","Lilly Creek",2,"ac",28.6,0.0642425784
"96","17pj2_2","Lilly Creek",2,"pj",30,0.070686
"97","17pl2_2","Lilly Creek",2,"pl",38.6,0.1170214584
"98","17ac3_2","Lilly Creek",3,"ac",19.8,0.0307908216
"99","17pj3_2","Lilly Creek",3,"pj",38.6,0.1170214584
"100","18ac1_2","Peppermint",1,"ac",47.7,0.1787012766
"101","18pl1_2","Peppermint",1,"pl",116.6,1.0677952824
"102","18ac2_2","Peppermint",2,"ac",24.4,0.0467595744
"103","18pj2_2","Peppermint",2,"pj",37.7,0.1116281166
"104","18ac3_2","Peppermint",3,"ac",26.2,0.0539129976
"105","18pj3_2","Peppermint",3,"pj",104.4,0.8560357344
"106","8ac1_2","Pine Ridge",1,"ac",9.9,0.0076977054
"107","8pj1_2","Pine Ridge",1,"pj",18,0.02544696
"108","8ac2_2","Pine Ridge",2,"ac",96,0.72382464
"109","8pj2_2","Pine Ridge",2,"pj",95.8,0.7208118456
"110","8pl2_2","Pine Ridge",2,"pl",87.3,0.5985761166
"111","8ac3_2","Pine Ridge",3,"ac",28.9,0.0655973934
"112","8pj3_2","Pine Ridge",3,"pj",41.6,0.1359181824
"113","8pl3_2","Pine Ridge",3,"pl",8.2,0.0052810296
"114","12cd1_2","Seven Pines",1,"cd",51.7,0.2099287806
"115","12pc1_2","Seven Pines",1,"pc",3.5,0.000962115
"116","12pj1_2","Seven Pines",1,"pj",42.7,0.1432011966
"117","12pl1_2","Seven Pines",1,"pl",8.3,0.0054106206
"118","12pp1_2","Seven Pines",1,"pp",50.5,0.200296635
"119","12ac2_2","Seven Pines",2,"ac",14,0.01539384
"120","12cd2_2","Seven Pines",2,"cd",22,0.03801336
"121","12pl2_2","Seven Pines",2,"pl",51.5,0.208307715
"122","12pp2_2","Seven Pines",2,"pp",47.1,0.1742339214
"123","12pl3_2","Seven Pines",3,"pl",19.5,0.029864835
"124","12pp3_2","Seven Pines",3,"pp",23.9,0.0448628334
"125","10pj1_2","Sherwin Lakes",1,"pj",121.7,1.1632473006
"126","10ac1_2","Sherwin Lakes",1,"ac",187.7,2.7670655166
"127","10ac2_2","Sherwin Lakes",2,"ac",25.1,0.0494809854
"128","10pj2_2","Sherwin Lakes",2,"pj",107.8,0.9127007736
"129","10ac3_2","Sherwin Lakes",3,"ac",101.5,0.809138715
"130","10pj3_2","Sherwin Lakes",3,"pj",116.7,1.0696276206
"131","11pj1_3","Black Mountain",1,"pj",26.6,0.0555717624
"132","11ac1_3","Black Mountain",1,"ac",29.5,0.068349435
"133","11ac2_3","Black Mountain",2,"ac",17.8,0.0248846136
"134","11pj2_3","Black Mountain",2,"pj",27,0.05725566
"135","11pl2_3","Black Mountain",2,"pl",60.1,0.2836872654
"136","11cd3_3","Black Mountain",3,"cd",69.9,0.3837472254
"137","11pj3_3","Black Mountain",3,"pj",11,0.00950334
"138","11pl3_3","Black Mountain",3,"pl",59.9,0.2818023054
"139","4ac2_3","Crescent Meadow",2,"ac",52.9,0.2197871214
"140","9am1_3","Inyo Craters",1,"am",39.5,0.122542035
"141","9pj1_3","Inyo Craters",1,"pj",18.9,0.0280552734
"142","9pj2_3","Inyo Craters",2,"pj",20.1,0.0317309454
"143","9am3_3","Inyo Craters",3,"am",52.8,0.2189569536
"144","9pj3_3","Inyo Craters",3,"pj",123.2,1.1920989696
"145","17ac1_3","Lilly Creek",1,"ac",56.6,0.2516076024
"146","17pj1_3","Lilly Creek",1,"pj",44.4,0.1548306144
"147","17pl1_3","Lilly Creek",1,"pl",99.8,0.7822615416
"148","17ac2_3","Lilly Creek",2,"ac",8.1,0.0051530094
"149","17pj2_3","Lilly Creek",2,"pj",14.4,0.0162860544
"150","17pl2_3","Lilly Creek",2,"pl",31.4,0.0774372984
"151","17ac3_3","Lilly Creek",3,"ac",46.5,0.169823115
"152","17pj3_3","Lilly Creek",3,"pj",32.6,0.0834691704
"153","18ac1_3","Peppermint",1,"ac",19.5,0.029864835
"154","18pl1_3","Peppermint",1,"pl",111.8,0.9816903096
"155","18ac2_3","Peppermint",2,"ac",48.5,0.184745715
"156","18pj2_3","Peppermint",2,"pj",139.8,1.5349889016
"157","18ac3_3","Peppermint",3,"ac",113,1.00287726
"158","8ac1_3","Pine Ridge",1,"ac",21,0.03463614
"159","8pj1_3","Pine Ridge",1,"pj",47.3,0.1757167566
"160","8ac2_3","Pine Ridge",2,"ac",25.2,0.0498760416
"161","8ac3_3","Pine Ridge",3,"ac",53.2,0.2222870496
"162","12cd1_3","Seven Pines",1,"cd",51.3,0.2066929326
"163","12pc1_3","Seven Pines",1,"pc",29.9,0.0702155454
"164","12pl1_3","Seven Pines",1,"pl",31.5,0.077931315
"165","12pp1_3","Seven Pines",1,"pp",70.6,0.3914716344
"166","12ac2_3","Seven Pines",2,"ac",37.5,0.110446875
"167","12cd2_3","Seven Pines",2,"cd",31.5,0.077931315
"168","12pl2_3","Seven Pines",2,"pl",37.8,0.1122210936
"169","12pp2_3","Seven Pines",2,"pp",60.9,0.2912899374
"170","12pl3_3","Seven Pines",3,"pl",19.4,0.0295593144
"171","12pp3_3","Seven Pines",3,"pp",92.6,0.6734616504
"172","10ac1_3","Sherwin Lakes",1,"ac",10.4,0.0084948864
"173","10pj1_3","Sherwin Lakes",1,"pj",23.5,0.043373715
"174","10ac2_3","Sherwin Lakes",2,"ac",43.6,0.1493013984
"175","10pj2_3","Sherwin Lakes",2,"pj",139.3,1.5240286446
"176","10ac3_3","Sherwin Lakes",3,"ac",90,0.636174
"177","10pj3_3","Sherwin Lakes",3,"pj",30.7,0.0740231646
"178","11ac1_4","Black Mountain",1,"ac",30.4,0.0725835264
"179","11pj1_4","Black Mountain",1,"pj",59.8,0.2808621816
"180","11pl1_4","Black Mountain",1,"pl",36,0.10178784
"181","11ac2_4","Black Mountain",2,"ac",15.3,0.0183854286
"182","11pj2_4","Black Mountain",2,"pj",22,0.03801336
"183","11pl2_4","Black Mountain",2,"pl",78.9,0.4889279934
"184","11ac3_4","Black Mountain",3,"ac",47.4,0.1764605304
"185","11cd3_4","Black Mountain",3,"cd",76.4,0.4584348384
"186","11pj3_4","Black Mountain",3,"pj",83,0.54106206
"187","11pl3_4","Black Mountain",3,"pl",87.9,0.6068322414
"188","9am1_4","Inyo Craters",1,"am",16.1,0.0203583534
"189","9pj1_4","Inyo Craters",1,"pj",40.5,0.128825235
"190","9pj2_4","Inyo Craters",2,"pj",64.4,0.3257336544
"191","9am3_4","Inyo Craters",3,"am",38.1,0.1140094494
"192","9pj3_4","Inyo Craters",3,"pj",115,1.0386915
"193","17pl1_4","Lilly Creek",1,"pl",26,0.05309304
"194","17pl2_4","Lilly Creek",2,"pl",19.7,0.0304805886
"195","17ac3_4","Lilly Creek",3,"ac",10.1,0.0080118654
"196","17pj3_4","Lilly Creek",3,"pj",45.8,0.1647486456
"197","18ac1_4","Peppermint",1,"ac",48.7,0.1862725326
"198","18ac2_4","Peppermint",2,"ac",26.9,0.0568323294
"199","18pj2_4","Peppermint",2,"pj",91.6,0.6589945824
"200","18ac3_4","Peppermint",3,"ac",76.1,0.4548416334
"201","8ac2_4","Pine Ridge",2,"ac",85.9,0.5795317374
"202","8ac3_4","Pine Ridge",3,"ac",16,0.02010624
"203","12cd1_4","Seven Pines",1,"cd",53.4,0.2239615224
"204","12pc1_4","Seven Pines",1,"pc",39.6,0.1231632864
"205","12pl1_4","Seven Pines",1,"pl",7.8,0.0047783736
"206","12pp1_4","Seven Pines",1,"pp",47.6,0.1779527904
"207","12ac2_4","Seven Pines",2,"ac",11.3,0.0100287726
"208","12cd2_4","Seven Pines",2,"cd",9.2,0.0066476256
"209","12pl2_4","Seven Pines",2,"pl",9.1,0.0065038974
"210","12pp2_4","Seven Pines",2,"pp",10.3,0.0083323086
"211","12pl3_4","Seven Pines",3,"pl",5,0.0019635
"212","10ac1_4","Sherwin Lakes",1,"ac",120.8,1.1461059456
"213","10ac2_4","Sherwin Lakes",2,"ac",102.8,0.8299981536
"214","10pj2_4","Sherwin Lakes",2,"pj",15.9,0.0198556974
"215","10ac3_4","Sherwin Lakes",3,"ac",7.8,0.0047783736
"216","10pj3_4","Sherwin Lakes",3,"pj",141.8,1.5792226296
"217","11ac2_5","Black Mountain",2,"ac",9.4,0.0069397944
"218","11pj2_5","Black Mountain",2,"pj",56.4,0.2498325984
"219","11pl2_5","Black Mountain",2,"pl",85.2,0.5701250016
"220","11ac3_5","Black Mountain",3,"ac",58.8,0.2715473376
"221","11cd3_5","Black Mountain",3,"cd",67,0.35256606
"222","11pj3_5","Black Mountain",3,"pj",23.9,0.0448628334
"223","9pj1_5","Inyo Craters",1,"pj",32.7,0.0839820366
"224","9pj2_5","Inyo Craters",2,"pj",18.9,0.0280552734
"225","9am3_5","Inyo Craters",3,"am",55.8,0.2445452856
"226","9pj3_5","Inyo Craters",3,"pj",50.5,0.200296635
"227","17pj3_5","Lilly Creek",3,"pj",13.8,0.0149571576
"228","18ac1_5","Peppermint",1,"ac",10.8,0.0091609056
"229","18pj2_5","Peppermint",2,"pj",123.6,1.1998524384
"230","18ac3_5","Peppermint",3,"ac",42.5,0.141862875
"231","12cd1_5","Seven Pines",1,"cd",6.4,0.0032169984
"232","12pl1_5","Seven Pines",1,"pl",4.4,0.0015205344
"233","12pp1_5","Seven Pines",1,"pp",56,0.24630144
"234","12ac2_5","Seven Pines",2,"ac",3.5,0.000962115
"235","12cd2_5","Seven Pines",2,"cd",26.1,0.0535022334
"236","12pl2_5","Seven Pines",2,"pl",20.4,0.0326852064
"237","12pp2_5","Seven Pines",2,"pp",46.2,0.1676389176
"238","12pl3_5","Seven Pines",3,"pl",12.5,0.012271875
"239","10ac1_5","Sherwin Lakes",1,"ac",22.8,0.0408282336
"240","10ac2_5","Sherwin Lakes",2,"ac",21.5,0.036305115
"241","10pj2_5","Sherwin Lakes",2,"pj",35.2,0.0973142016
"242","10ac3_5","Sherwin Lakes",3,"ac",27.9,0.0611363214
"243","11ac2_6","Black Mountain",2,"ac",8.6,0.0058088184
"244","11pj2_6","Black Mountain",2,"pj",59,0.27339774
"245","11pl2_6","Black Mountain",2,"pl",74.1,0.4312482174
"246","11ac3_6","Black Mountain",3,"ac",5.2,0.0021237216
"247","11cd3_6","Black Mountain",3,"cd",96.7,0.7344189006
"248","11pj3_6","Black Mountain",3,"pj",68.6,0.3696060984
"249","9pj1_6","Inyo Craters",1,"pj",15.2,0.0181458816
"250","9pj2_6","Inyo Craters",2,"pj",14.7,0.0169717086
"251","9pj3_6","Inyo Craters",3,"pj",21.9,0.0376685694
"252","18ac1_6","Peppermint",1,"ac",52,0.21237216
"253","18ac3_6","Peppermint",3,"ac",56,0.24630144
"254","12cd1_6","Seven Pines",1,"cd",16.5,0.021382515
"255","12pl1_6","Seven Pines",1,"pl",5.1,0.0020428254
"256","12pp1_6","Seven Pines",1,"pp",31.8,0.0794227896
"257","12ac2_6","Seven Pines",2,"ac",5.7,0.0025517646
"258","12cd2_6","Seven Pines",2,"cd",11,0.00950334
"259","12pl2_6","Seven Pines",2,"pl",6,0.00282744
"260","12pp2_6","Seven Pines",2,"pp",13,0.01327326
"261","10ac1_6","Sherwin Lakes",1,"ac",10.2,0.0081713016
"262","11ac2_7","Black Mountain",2,"ac",10.9,0.0093313374
"263","11pj2_7","Black Mountain",2,"pj",2.6,0.0005309304
"264","11pl2_7","Black Mountain",2,"pl",60.9,0.2912899374
"265","11ac3_7","Black Mountain",3,"ac",4.5,0.001590435
"266","11pj3_7","Black Mountain",3,"pj",23.5,0.043373715
"267","9pj1_7","Inyo Craters",1,"pj",113.8,1.0171275576
"268","9pj2_7","Inyo Craters",2,"pj",42.9,0.1445458014
"269","18ac3_7","Peppermint",3,"ac",27.5,0.059395875
"270","12cd1_7","Seven Pines",1,"cd",4.9,0.0018857454
"271","12pl1_7","Seven Pines",1,"pl",4.3,0.0014522046
"272","12pp1_7","Seven Pines",1,"pp",3.2,0.0008042496
"273","12ac2_7","Seven Pines",2,"ac",4.3,0.0014522046
"274","12cd2_7","Seven Pines",2,"cd",8.3,0.0054106206
"275","12pp2_7","Seven Pines",2,"pp",26.3,0.0543253326
"276","10ac1_7","Sherwin Lakes",1,"ac",22.8,0.0408282336
"277","11ac2_8","Black Mountain",2,"ac",13.1,0.0134782494
"278","11pj2_8","Black Mountain",2,"pj",22.4,0.0394082304
"279","11pl2_8","Black Mountain",2,"pl",4.9,0.0018857454
"280","11ac3_8","Black Mountain",3,"ac",13.7,0.0147411726
"281","11pj3_8","Black Mountain",3,"pj",21.1,0.0349667934
"282","9pj2_8","Inyo Craters",2,"pj",59.4,0.2771173944
"283","12cd1_8","Seven Pines",1,"cd",2,0.00031416
"284","12pl1_8","Seven Pines",1,"pl",1.2,0.0001130976
"285","12pp1_8","Seven Pines",1,"pp",1.7,0.0002269806
"286","12ac2_8","Seven Pines",2,"ac",8.5,0.005674515
"287","12cd2_8","Seven Pines",2,"cd",5.5,0.002375835
"288","12pp2_8","Seven Pines",2,"pp",66.2,0.3441968376
"289","11ac2_9","Black Mountain",2,"ac",8.2,0.0052810296
"290","11pj2_9","Black Mountain",2,"pj",15.4,0.00950334
"291","11pl2_9","Black Mountain",2,"pl",18,0.02544696
"292","11ac3_9","Black Mountain",3,"ac",16.2,0.0206120376
"293","11pj3_9","Black Mountain",3,"pj",15.8,0.0196067256
"294","12cd1_9","Seven Pines",1,"cd",10.1,0.0080118654
"295","12pp1_9","Seven Pines",1,"pp",59.8,0.2808621816
"296","12ac2_9","Seven Pines",2,"ac",1.8,0.0002544696
"297","12cd2_9","Seven Pines",2,"cd",13.1,0.0134782494
"298","12pp2_9","Seven Pines",2,"pp",26,0.05309304
"299","11ac2_10","Black Mountain",2,"ac",8.1,0.0051530094
"300","11pj2_10","Black Mountain",2,"pj",73.3,0.271029759
"301","11pl2_10","Black Mountain",2,"pl",1.8,0.0002544696
"302","11ac3_10","Black Mountain",3,"ac",5.5,0.002375835
"303","11pj3_10","Black Mountain",3,"pj",57.8,0.2623895736
"304","12cd1_10","Seven Pines",1,"cd",41,0.13202574
"305","12pp1_10","Seven Pines",1,"pp",87.8,0.6054522936
"306","12ac2_10","Seven Pines",2,"ac",8.3,0.0054106206
"307","12cd2_10","Seven Pines",2,"cd",27.2,0.0581070336
"308","12pp2_10","Seven Pines",2,"pp",36.5,0.104634915
"309","11ac2_11","Black Mountain",2,"ac",11.6,0.0105683424
"310","11pj2_11","Black Mountain",2,"pj",28.9,0.0655973934
"311","11pl2_11","Black Mountain",2,"pl",101.9,0.8155287294
"312","11ac3_11","Black Mountain",3,"ac",10.2,0.0081713016
"313","12cd1_11","Seven Pines",1,"cd",28.4,0.0633472224
"314","12pp1_11","Seven Pines",1,"pp",2.8,0.0006157536
"315","12ac2_11","Seven Pines",2,"ac",12,0.01130976
"316","12cd2_11","Seven Pines",2,"cd",36.5,0.104634915
"317","12pp2_11","Seven Pines",2,"pp",18.3,0.0263022606
"318","11pj2_12","Black Mountain",2,"pj",6.5,0.003318315
"319","11ac3_12","Black Mountain",3,"ac",11.3,0.0100287726
"320","11pj3_12","Black Mountain",3,"pj",8.6,0.0058088184
"321","12cd1_12","Seven Pines",1,"cd",47.9,0.1802029614
"322","12ac2_12","Seven Pines",2,"ac",17.9,0.0251650014
"323","12pp2_12","Seven Pines",2,"pp",39.6,0.1231632864
"324","11pj2_13","Black Mountain",2,"pj",6.6,0.0034212024
"325","11ac3_13","Black Mountain",3,"ac",8,0.00502656
"326","11pj3_13","Black Mountain",3,"pj",80.8,0.5127593856
"327","12cd1_13","Seven Pines",1,"cd",7.3,0.0041853966
"328","12pp2_13","Seven Pines",2,"pp",14.8,0.0172034016
"329","11pj2_14","Black Mountain",2,"pj",31.1,0.0759646734
"330","11ac3_14","Black Mountain",3,"ac",5.9,0.0027339774
"331","12cd1_14","Seven Pines",1,"cd",49.6,0.1932209664
"332","12pp2_14","Seven Pines",2,"pp",66.4,0.3462797184
"333","11pj2_15","Black Mountain",2,"pj",27.9,0.0611363214
"334","11ac3_15","Black Mountain",3,"ac",18,0.02544696
"335","11pj3_15","Black Mountain",3,"pj",56.3,0.2489474526
"336","12cd1_15","Seven Pines",1,"cd",8.5,0.005674515
"337","12pp2_15","Seven Pines",2,"pp",11.2,0.0049511616
"338","11pj2_16","Black Mountain",2,"pj",19.5,0.029864835
"339","11ac3_16","Black Mountain",3,"ac",14.5,0.016513035
"340","11pj3_16","Black Mountain",3,"pj",29.2,0.0669663456
"341","12cd1_16","Seven Pines",1,"cd",7.5,0.004417875
"342","12pp2_16","Seven Pines",2,"pp",3.2,0.0008042496
"343","11ac3_17","Black Mountain",3,"ac",11.4,0.0102070584
"344","11pj3_17","Black Mountain",3,"pj",32.2,0.0814334136
"345","12cd1_17","Seven Pines",1,"cd",12,0.01130976
"346","12pp2_17","Seven Pines",2,"pp",4.5,0.001590435
"347","11ac3_18","Black Mountain",3,"ac",14,0.01539384
"348","11pj3_18","Black Mountain",3,"pj",32.7,0.0839820366
"349","12pp2_18","Seven Pines",2,"pp",61.5,0.297057915
"350","11ac3_19","Black Mountain",3,"ac",11.8,0.0109359096
"351","11pj3_19","Black Mountain",3,"pj",14.2,0.0158368056
"352","12pp2_19","Seven Pines",2,"pp",67,0.35256606
"353","11ac3_20","Black Mountain",3,"ac",4.3,0.0014522046
"354","11pj3_20","Black Mountain",3,"pj",65.5,0.336956235
"355","12pp2_20","Seven Pines",2,"pp",11.4,0.0102070584
"356","11pj3_21","Black Mountain",3,"pj",28.8,0.0651442176
"357","12pp2_21","Seven Pines",2,"pp",19.1,0.0286521774
"358","11pj3_22","Black Mountain",3,"pj",72.4,0.4116878304
"359","11pj3_23","Black Mountain",3,"pj",90.1,0.6375885054
"360","11pl1_24","Black Mountain",1,"pl",23.7,0.0441151326
"361","11pj3_24","Black Mountain",3,"pj",53.7,0.2264850126
"362","11pj3_25","Black Mountain",3,"pj",35.7,0.1000984446
"363","11pj3_26","Black Mountain",3,"pj",81.8,0.5255299896
"364","4ac1_101","Crescent Meadow",1,"ac",56,0.24630144
"365","4ac1_102","Crescent Meadow",1,"ac",120.6,1.1423140344
"366","4ac1_103","Crescent Meadow",1,"ac",89.9,0.6347610654
"367","4ac1_104","Crescent Meadow",1,"ac",90,0.636174
"368","4ac1_105","Crescent Meadow",1,"ac",45.6,0.1633129344
"369","4ac1_106","Crescent Meadow",1,"ac",31.2,0.0764539776
"370","4ac1_107","Crescent Meadow",1,"ac",101.2,0.8043626976
"371","4ac1_108","Crescent Meadow",1,"ac",66.2,0.3441968376
"372","4ac1_109","Crescent Meadow",1,"ac",108.3,0.9211870206
"373","4cd1_110","Crescent Meadow",1,"cd",1,7.854e-05
"374","4cd1_111","Crescent Meadow",1,"cd",104.8,0.8626079616
"375","4cd1_112","Crescent Meadow",1,"cd",5,0.0019635
"376","4cd1_113","Crescent Meadow",1,"cd",11,0.00950334
"377","4cd1_114","Crescent Meadow",1,"cd",9.6,0.0072382464
"378","4cd1_115","Crescent Meadow",1,"cd",0.8,5.02656e-05
"379","4pl1_116","Crescent Meadow",1,"pl",3.4,0.0009079224
"380","4pj1_117","Crescent Meadow",1,"pj",59.4,0.2771173944
"381","4pj1_118","Crescent Meadow",1,"pj",38.6,0.1170214584
"382","4pl1_119","Crescent Meadow",1,"pl",1,7.854e-05
"383","4pl1_120","Crescent Meadow",1,"pl",48.6,0.1855083384
"384","4pl1_121","Crescent Meadow",1,"pl",62.7,0.3087635166
"385","4pl1_122","Crescent Meadow",1,"pl",50.1,0.1971361854
"386","4pl1_123","Crescent Meadow",1,"pl",102.1,0.8187331614
"387","4sg1_125","Crescent Meadow",1,"sg",410.3,13.2219019086
"388","4sg1_126","Crescent Meadow",1,"sg",211.3,3.5066295726
"389","4sg1_127","Crescent Meadow",1,"sg",1.7,0.0002269806
"390","4sg1_128","Crescent Meadow",1,"sg",2.3,0.0004154766
"391","4sg1_129","Crescent Meadow",1,"sg",8,0.00502656
"392","4sg1_130","Crescent Meadow",1,"sg",8,0.00502656
"393","4sg1_131","Crescent Meadow",1,"sg",3.2,0.0008042496
"394","4sg1_132","Crescent Meadow",1,"sg",1.5,0.000176715
"395","9pc2_351","Inyo Craters",2,"pc",32.6,0.0834691704
"396","9ac2_352","Inyo Craters",2,"ac",32.6,0.0834691704
"397","9ac2_353","Inyo Craters",2,"ac",69,0.37392894
"398","9pc2_355","Inyo Craters",2,"pc",1.2,0.0001130976
"399","9pc2_356","Inyo Craters",2,"pc",2.5,0.000490875
"400","9pc2_357","Inyo Craters",2,"pc",2.8,0.0006157536
"401","9pc2_358","Inyo Craters",2,"pc",3,0.00070686
"402","9pc2_359","Inyo Craters",2,"pc",3.4,0.0009079224
"403","9pc2_360","Inyo Craters",2,"pc",3.6,0.0010178784
"404","9pc2_361","Inyo Craters",2,"pc",3.5,0.000962115
"405","9pc2_362","Inyo Craters",2,"pc",4,0.00125664
"406","9pc2_363","Inyo Craters",2,"pc",4,0.00125664
"407","9pc2_364","Inyo Craters",2,"pc",4.5,0.001590435
"408","9pc2_365","Inyo Craters",2,"pc",4.9,0.0018857454
"409","9pc2_366","Inyo Craters",2,"pc",5.3,0.0022061886
"410","9pc2_367","Inyo Craters",2,"pc",5.9,0.0027339774
"411","9pc2_368","Inyo Craters",2,"pc",5.7,0.0025517646
